"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL28636";"DERACOXIB";"DERACOXIB|Deracoxib|NSC-758935|SC-59046";"Small molecule";"0";"397.38";"14";"31";"3.27";"87.21";"5";"1";"0";"5";"N";"0.72";"10.60";"0.19";"2.76";"2.76";"3";"MOL";"0";"27";"6";"2";"0";"397.0708";"NEUTRAL";"C17H14F3N3O3S";"COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F";"WAZQAZKAZLXFMK-UHFFFAOYSA-N"
"CHEMBL461655";"";"";"Small molecule";"0";"533.70";"5";"6";"3.11";"142.37";"5";"4";"1";"10";"N";"0.23";"9.81";"11.49";"2.32";"-2.13";"3";"MOL";"-1";"38";"8";"6";"2";"533.2461";"BASE";"C29H35N5O3S";"N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccccc3)c2)C(=O)N2CCC(CCN)CC2)c1";"XIBQTLNUGOHWIX-UHFFFAOYSA-N"
"CHEMBL523865";"";"";"Small molecule";"0";"573.68";"5";"6";"0.45";"201.01";"8";"5";"1";"11";"N";"0.19";"9.98";"11.45";"-0.71";"-4.32";"2";"MOL";"-1";"40";"13";"7";"3";"573.2370";"BASE";"C26H35N7O6S";"CCOC(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(NC(=O)CCN)c2)CC1";"PNBWWTOCZSBDGF-QFIPXVFZSA-N"
"CHEMBL461939";"";"";"Small molecule";"0";"409.41";"7";"18";"4.81";"57.61";"4";"1";"0";"3";"N";"0.58";"4.07";"None";"5.16";"2.04";"2";"MOL";"-1";"27";"4";"1";"0";"409.0054";"ACID";"C18H10F3NO3S2";"O=C(O)c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1";"JIMHYXZZCWVCMI-ZSOIEALJSA-N"
"CHEMBL2074601";"";"";"Small molecule";"0";"372.33";"1";"1";"-3.03";"185.02";"9";"4";"0";"8";"N";"0.34";"3.50";"8.04";"-5.17";"-5.26";"1";"MOL";"-1";"26";"12";"5";"1";"372.1281";"ACID";"C14H20N4O8";"Cc1cn(COC(=O)C(O)C[C@H](N)C(=O)N(C)CC(=O)O)c(=O)[nH]c1=O";"QFWAMVXLRDYTBK-IENPIDJESA-N"
"CHEMBL1161681";"NITROUS ACID";"NITROUS ACID|Nitrite (No2-)";"Small molecule";"4";"47.01";"13";"33";"0.14";"49.66";"2";"1";"0";"0";"Y";"0.31";"None";"None";"0.17";"0.17";"0";"MOL";"0";"3";"3";"1";"0";"47.0007";"NEUTRAL";"HNO2";"O=NO";"IOVCWXUNBOPUCH-UHFFFAOYSA-N"
"CHEMBL572964";"SULFURIC ACID";"ANHYDROUS SULFURIC ACID|BRIMSTONE ACID|E-513|E513|INS NO.513|INS-513|NSC-248648|NSC-38965|SULFURIC ACID|SULPHURICUM ACIDUM|TETRAOXOSULFURIC ACID";"Small molecule";"0";"98.08";"16";"52";"-0.65";"74.60";"2";"2";"0";"0";"N";"0.39";"-3.03";"None";"-0.84";"-5.59";"0";"MOL";"0";"5";"4";"2";"0";"97.9674";"ACID";"H2O4S";"O=S(=O)(O)O";"QAOWNCQODCNURD-UHFFFAOYSA-N"
"CHEMBL1201127";"DARUNAVIR ETHANOLATE";"DARUNAVIR (AS ETHANOLATE)|DARUNAVIR ETHANOLATE|DARUNAVIR MONOETHANOLATE|Darunavir Ethanolate|Darunavir ethanolate|PREZISTA|REZOLSTA|TMC114 ETHANOLATE";"Small molecule";"4";"593.74";"2";"7";"2.38";"140.42";"8";"3";"1";"11";"N";"0.36";"13.59";"2.39";"2.82";"2.82";"2";"MOL";"0";"38";"10";"4";"1";"547.2352";"NEUTRAL";"C29H43N3O8S";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1.CCO";"QWSHKNICRJHQCY-VBTXLZOXSA-N"
"CHEMBL466588";"";"";"Small molecule";"0";"568.14";"5";"6";"3.77";"142.37";"5";"4";"1";"10";"N";"0.22";"9.81";"11.49";"2.92";"-1.53";"3";"MOL";"-1";"39";"8";"6";"2";"567.2071";"BASE";"C29H34ClN5O3S";"N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3cccc(Cl)c3)c2)C(=O)N2CCC(CCN)CC2)c1";"FPYOOPDUUPDBNP-UHFFFAOYSA-N"
"CHEMBL13134";"PALINAVIR";"BILA 2011 BS|BILA-2011-BS|PALINAVIR";"Small molecule";"0";"708.90";"7";"20";"4.44";"145.78";"8";"4";"1";"14";"N";"0.15";"13.60";"7.60";"4.03";"3.62";"4";"MOL";"0";"52";"11";"4";"2";"708.3999";"NEUTRAL";"C41H52N6O5";"CC(C)[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(=O)NC(C)(C)C";"RXBWRFDZXRAEJT-SZNOJMITSA-N"
"CHEMBL3621969";"";"";"Small molecule";"0";"445.52";"2";"3";"3.98";"84.86";"4";"2";"0";"8";"N";"0.55";"3.20";"None";"5.08";"1.63";"3";"MOL";"-1";"33";"6";"2";"0";"445.1889";"ACID";"C27H27NO5";"COc1ccc(C(=O)NC2(C(=O)O)Cc3ccccc3C2)cc1OCCc1cccc(C)c1";"SOJDTNUCCXWTMG-UHFFFAOYSA-N"
"CHEMBL468895";"";"";"Small molecule";"0";"534.69";"5";"6";"2.51";"155.26";"6";"4";"1";"10";"N";"0.23";"9.80";"11.49";"1.10";"-3.35";"3";"MOL";"-1";"38";"9";"6";"2";"534.2413";"BASE";"C28H34N6O3S";"N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3cccnc3)c2)C(=O)N2CCC(CCN)CC2)c1";"UPUVKGPXGOREFF-UHFFFAOYSA-N"
"CHEMBL1352";"NITRIC ACID";"NITRIC ACID|Nitrate (No3-)";"Small molecule";"3";"63.01";"73";"85";"-0.35";"63.37";"2";"1";"0";"0";"N";"0.31";"None";"None";"-0.20";"-2.57";"0";"MOL";"0";"4";"4";"1";"0";"62.9956";"None";"HNO3";"O=[N+]([O-])O";"GRYLNZFGIOXLOG-UHFFFAOYSA-N"
"CHEMBL4297366";"CG-200745";"CG 2 (HDAC INHIBITOR)|CG-2|CG-200745|CG200745|HDCG-0745|IVALTINOSTAT|J3.106.463E";"Small molecule";"1";"427.55";"";"";"3.28";"90.90";"5";"3";"0";"13";"N";"0.20";"8.76";"9.45";"1.71";"0.63";"2";"MOL";"0";"31";"7";"3";"0";"427.2471";"BASE";"C24H33N3O4";"CN(C)CCCNC(=O)/C(=C/CCCCC(=O)NO)COc1cccc2ccccc12";"AUGCSOFQTDKPSO-RGVLZGJSSA-N"
"CHEMBL3661401";"";"";"Small molecule";"0";"226.28";"2";"2";"2.86";"32.76";"2";"1";"0";"3";"Y";"0.82";"13.39";"None";"2.89";"2.89";"2";"MOL";"-1";"17";"2";"1";"0";"226.0994";"NEUTRAL";"C15H14O2";"OC(c1ccccc1)C1OC1c1ccccc1";"XBZLYTRSFIMWRB-UHFFFAOYSA-N"
"CHEMBL3098423";"";"";"Small molecule";"0";"377.53";"1";"1";"6.59";"12.03";"1";"1";"1";"8";"N";"0.37";"None";"9.14";"7.19";"5.46";"4";"MOL";"-1";"29";"1";"1";"1";"377.2143";"BASE";"C28H27N";"c1ccc(C(CCNC(c2ccccc2)c2ccccc2)c2ccccc2)cc1";"RFXLJDVZCKEUMA-UHFFFAOYSA-N"
"CHEMBL206031";"BRECANAVIR";"BRECANAVIR|GW-640385|GW-640385X|GW-64085X|GW640385|GW64085X";"Small molecule";"2";"703.84";"14";"76";"3.87";"154.98";"12";"2";"2";"14";"N";"0.25";"13.18";"2.60";"3.70";"3.70";"3";"MOL";"0";"48";"13";"2";"2";"703.2233";"NEUTRAL";"C33H41N3O10S2";"Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@@H]34)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1";"JORVRJNILJXMMG-OLNQLETPSA-N"
"CHEMBL154580";"";"ZM-449829";"Small molecule";"0";"182.22";"34";"95";"3.21";"17.07";"1";"0";"0";"2";"N";"0.51";"None";"None";"3.28";"3.28";"2";"MOL";"-1";"14";"1";"0";"0";"182.0732";"None";"C13H10O";"C=CC(=O)c1ccc2ccccc2c1";"FOTCGZPFSUWZBN-UHFFFAOYSA-N"
"CHEMBL2105750";"SOVAPREVIR";"ACH-0141625|SOVAPREVIR";"Small molecule";"2";"799.99";"1";"1";"4.99";"164.31";"9";"2";"1";"13";"N";"0.23";"3.76";"5.60";"2.71";"3.21";"3";"MOL";"0";"57";"13";"2";"2";"799.3615";"ACID";"C43H53N5O8S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](CC(=O)N1CCCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1";"MHFMTUBUVQZIRE-WINRQGAFSA-N"
"CHEMBL499200";"";"";"Small molecule";"0";"591.78";"5";"6";"3.90";"151.60";"6";"4";"1";"12";"N";"0.19";"9.81";"11.49";"2.93";"-1.52";"3";"MOL";"-1";"42";"9";"6";"2";"591.2879";"BASE";"C32H41N5O4S";"CC(C)Oc1ccc(-c2cccc(S(=O)(=O)NC(Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)cc1";"FEFPMRFHQVSSQC-UHFFFAOYSA-N"
"CHEMBL3651711";"";"";"Small molecule";"0";"433.43";"1";"1";"4.68";"60.69";"5";"1";"0";"6";"N";"0.61";"None";"None";"3.98";"3.98";"3";"MOL";"-1";"31";"5";"1";"0";"433.1501";"NEUTRAL";"C23H22F3NO4";"COc1cc(-n2ccc(-c3ccc(C(F)(F)F)cc3)cc2=O)ccc1OCC(C)(C)O";"HDLPZLIRDMOMBU-UHFFFAOYSA-N"
"CHEMBL584";"NELFINAVIR";"NELFINAVIR|NSC-747167|Nelfinavir|Viracept";"Small molecule";"4";"567.80";"158";"922";"4.75";"101.90";"6";"4";"1";"9";"N";"0.33";"9.32";"8.18";"4.72";"4.09";"2";"MOL";"0";"40";"7";"4";"1";"567.3131";"NEUTRAL";"C32H45N3O4S";"Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C";"QAGYKUNXZHXKMR-HKWSIXNMSA-N"
"CHEMBL2170592";"";"";"Small molecule";"0";"350.33";"2";"10";"3.36";"124.44";"6";"4";"0";"6";"N";"0.53";"2.57";"5.37";"3.32";"-1.12";"3";"MOL";"-1";"26";"8";"4";"0";"350.1015";"ACID";"C18H14N4O4";"O=C(O)c1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1";"UIAQHDUGAOFVJM-UHFFFAOYSA-N"
"CHEMBL4293433";"";"";"Small molecule";"0";"449.68";"3";"6";"1.92";"72.88";"4";"2";"0";"4";"N";"0.42";"9.00";"2.31";"1.62";"1.61";"1";"MOL";"-1";"23";"6";"2";"0";"449.0003";"NEUTRAL";"C15H17ClIN3O3";"C=CC(=O)N1CCN(C(=O)CNc2cc(I)c(Cl)cc2O)CC1";"JFIFBWVNHLXJFY-UHFFFAOYSA-N"
"CHEMBL3644452";"";"";"Small molecule";"0";"354.40";"1";"1";"2.72";"57.94";"4";"2";"0";"2";"N";"0.81";"13.45";"9.10";"1.98";"0.29";"2";"MOL";"-1";"24";"4";"3";"0";"354.1126";"BASE";"C16H17F3N4S";"N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)CSC1c1cc(F)cc(F)c1F";"WDHNQFQQTBUVHA-QWWHPRRQSA-N"
"CHEMBL2107830";"EMPAGLIFLOZIN";"BI 10773|BI-10773|EMPAGLIFLOZIN|JARDIANCE";"Small molecule";"4";"450.92";"5";"19";"1.61";"108.61";"7";"4";"0";"6";"N";"0.53";"12.57";"None";"1.66";"1.66";"2";"MOL";"0";"31";"7";"4";"0";"450.1445";"NEUTRAL";"C23H27ClO7";"OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O";"OBWASQILIWPZMG-QZMOQZSNSA-N"
"CHEMBL3694251";"";"";"Small molecule";"0";"261.32";"5";"5";"4.42";"33.12";"2";"1";"0";"2";"N";"0.74";"9.62";"2.49";"4.91";"4.91";"3";"MOL";"-1";"20";"2";"1";"0";"261.1154";"NEUTRAL";"C18H15NO";"Cc1ccccc1/C=C/c1cc(O)c2ccccc2n1";"NUTJRCJUMGYLIV-ZHACJKMWSA-N"
"CHEMBL248183";"";"";"Small molecule";"0";"454.45";"3";"4";"4.07";"128.23";"8";"3";"0";"9";"N";"0.38";"13.39";"10.22";"4.95";"2.34";"2";"MOL";"-1";"32";"9";"4";"0";"454.1940";"BASE";"C20H25F3N6O3";"NCC1CCC(CNc2nc(NCc3ccccc3OC(F)(F)F)ncc2[N+](=O)[O-])CC1";"HKOWATVSFKRXRW-UHFFFAOYSA-N"
"CHEMBL4446378";"TAPOTOCLAX";"AMG 176|AMG-176|AMG176|MCL-1 INHIBITOR AMG 176|MCL-1 INHIBITOR AMG-176|TAPOTOCLAX";"Small molecule";"1";"613.22";"8";"34";"5.90";"84.94";"6";"1";"2";"1";"N";"0.40";"4.28";"3.63";"5.95";"5.44";"2";"MOL";"0";"42";"7";"1";"2";"612.2425";"ACID";"C33H41ClN2O5S";"CO[C@H]1/C=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3";"JQNINBDKGLWYMU-GEAQBIRJSA-N"
"CHEMBL3545363";"GLECAPREVIR";"A-1282576|A-1282576.0|A-12825760|ABT-493|GLECAPREVIR";"Small molecule";"4";"838.88";"5";"18";"3.86";"195.22";"11";"3";"2";"6";"N";"0.28";"3.74";"None";"3.95";"3.01";"2";"MOL";"0";"58";"15";"3";"2";"838.2983";"ACID";"C38H46F4N6O9S";"CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O";"MLSQGNCUYAMAHD-ITNVBOSISA-N"
"CHEMBL3391662";"PARITAPREVIR";"ABT-450|PARITAPREVIR|VERUPREVIR|VERUPREVIR ANHYDROUS";"Small molecule";"4";"765.89";"6";"18";"3.64";"189.65";"10";"3";"1";"7";"N";"0.19";"3.77";"2.64";"2.49";"1.77";"4";"MOL";"0";"55";"14";"3";"2";"765.2945";"ACID";"C40H43N7O7S";"Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1";"UAUIUKWPKRJZJV-QPLHLKROSA-N"
